MDB::ID_MDB;MDB::Name;MDB::Zusatz;MDB::APP_Subtitel;MDB::Anz_StrasseHausNr;MDB::PLZ;MDB::Stadt;MDB::Bezirk;MDB::App_Phone;MDB::eMail_öffentlich;MDB::URL;MDB::Aus_Fahrverbindung;Öffnungszeiten;MDB::App_Breitengrad;MDB::App_Längengrad;MDB::Filiale;Edition_Kapitel;Edition_Rubriken;Edition_Text;Altersgruppe;APP_Bildbenennung;APP_Fotograf;MDB::APP_Typ
15849;Planet Modulor ;;;Prinzenstraße 85;10969;Berlin;Kreuzberg;030 6903630;info@modulor.de;www.modulor.de;U-Bhf. Moritzplatz, Bus 140;Mo-Fr 9-20 Uhr, Sa 10-18 Uhr;52,48961;13,40134;;Mode + Stil;DIY-Bedarf;"Am Moritzplatz treffen sich tausende Materialien in einzigartiger Auswahl mit Ihren Ideen: Vom Einzelstück bis zur Palette, zugeschnitten oder bearbeitet, präsentiert von einem freundlichen und engagierten Team, plus Farben, Werkzeuge, Möbel, Bücher und vieles mehr. Material total. Das haben auch die Mitarbeiter dort verinnerlicht, wie die begeisterten Kundenstimmen immer wieder bestätigen. Wer nicht persönlich vorbei gehen kann, dem sei der Online-Shop ans Herz gelegt.
";;tip_15849.jpg;Neumann & Radtmann;adress
38112;Stoffe Meyer;;;Brunnenstraße 165;10119;Berlin;Mitte;030 47375792;info@stoffemeyer.de;www.stoffemeyer.de;U-Bhf. Rosenthaler Platz, Berlnauer Straße;Mo-Fr 11-19 Uhr, Sa 11-18 Uhr;52,5339909;13,3981863;;Mode + Stil;DIY-Bedarf;"Noch ein Stoffladen? Ja, und zwar einer, der den Bedürfnissen der nächsten Generation von Selbermachern entspricht. Überfüllten Regale und unübersichtliches Sammelsurium, aus dem es die wenigen Perlen herauszufischen gibt? Nein: Zu finden ist ein Sortiment an hochwertigen Naturfaserstoffen und Kurzwaren aus aller Welt für Mode und Deko - von farbenfroh opulent bis dezent cool. Übrigens: Ausgebildete Schneiderinnen geben Kindernähkurse und betreuen die Nähwerkstatt. Auch ein Kindergeburtstag kann hier - in Absprache mit dem Geburtstagskind - gestaltet werden.
";;tip_38112.jpg;Sarah Meyer;adress
27280;Onkel Philipps Spielzeugwerkstatt;;;Choriner Straße 35;10435;Berlin;Prenzlauer Berg;030 4490491;philipp@onkel-philipp.de;www.onkel-philipp.de;U-Bhf. Eberswalder Straße;Di+Mi, Fr 9.30-18.30 Uhr, Do 11-20 Uhr, Sa 11-16 Uhr;52,53643;13,41076;;Mode + Stil;Spielwaren;"Philipp Schünemann hat als erfahrener Onkel eine Menge Ahnung von Spielzeug. Gameboys und Playstations haben in seiner Spielzeugwerkstatt nichts verloren. Eltern, Kinder und Sammler können vielmehr in einem Sortiment aus neuem und gebrauchtem Spielzeug, Handpuppen und Buddelzeug rare Schätze finden. In einem DDR-Museum stehen Originalstücke wie Sandmänner, Polizei-Wartburge und Holz-Lkws, die bei einigen Kunden sicher Kindheitserinnerungen aufkommen lassen. 
";;tip_27280.jpg;Philipp Schünemann;adress
32602;Spielerei;Der Spielzeugladen;;Seelingstraße 13, Eingang Nehringstraße;14059;Berlin;Charlottenburg;030 67460670;mail@spielerei-berlin.de;www.spielerei-berlin.de;U-Bhf. Sophie-Charlotte-Platz, S-Bhf. Westend, Bus M45, 309;Mo-Fr 9.30-18 Uhr, Sa 10-14 Uhr;52,5155015;13,2944467;;Mode + Stil;Spielwaren;Mit Vielfältigkeit auf kleinem Raum schafft es die Spielerei seit fast fünf Jahren, Kinder in jedem Alter rund um den Klausener Platz in den Laden zu locken. Neben Qualitäts-Spielwaren findet sich genug Kleinkram für jeden Geldbeutel, und im Nebenraum gibt es Secondhand-Ware. Neu im Angebot ist das Käthe Kruse-Sortiment  und auch das Brio-Sortiment wurde aufgestockt. Für alle Lego-Liebhaber eine super Idee: die Bausteine werden nach Gewicht abgerechnet. Wer zu faul ist zum Aussuchen, schnappt sich einfach einen abgepackten Beutel. ;;tip_32602.jpg;;adress
40409;Trödelei;;;Senefelder Straße 8;10437 ;Berlin;Prenzlauer Berg;030 95596506;info@troedelei-berlin.de;www.troedelei-berlin.de;S-Bhf. Prenzlauer Allee, Tram M10;;52,5411953;13,4228952;;Mode + Stil;Flohmarkt;Wer keinen Bock hat, sich auf dem Flohmarkt seine Beine in den Bauch zu stehen, kann hier stattdessen Regalfach, Kleiderbügel, Boxen oder Stellflächen mieten, um seine gebrauchten, selbstgemachten und designten Dinge zum Verkauf anzubieten. So nutzen neben Künstlern und kreativen Köpfen aus dem Kiez auch gewachsene Kinder dieses entspannte Angebot, um die Spielsachen loszuwerden, die sie nicht mehr brauchen!;;tip_40409.jpg;Trödelei | Pelka & Wilms Fotografie;adress
37524;Coquito;;;;;;;030 21805719;info@coquito.eu;www.coquito.eu;;;;;"Pantinchen, Pücklerstraße 19 (Kreuzberg); C37, Choriner Straße 37 (Prenzlauer Berg); Prior & Mumpitz, Dunckerstraße 72 (Prenzlauer Berg)";Mode + Stil;Online;Zeitlose, von traditionellen Handarbeitstechniken inspirierte Kollektion aus 100% Handarbeit und mit 100% Liebe zum Detail. Viel Strick, Mode zum Reinwachsen, Baby-Schlafsäcke, Kinderwagen-Decken, die Mutter der Designerin bestickt Kleider liebevoll mit Smok, in modernen Farben und lustigen Stoffen. Ausschließlich Naturmaterialien. Außerdem werden auch Unikate angefertigt. ;;tip_37524.jpg;;adress
37883;Littl by Lilit;;;Kurfürstendamm 51;10707;Berlin;Charlottenburg;0163 4552955;lilit@littlbylilit.com;www.littlbylilit.com;U-Bhf. Uhlandstraße, S-Bhf. Savignyplatz;;52,5039021;13,3137318;"C 37, Choriner Straße 37 (Prenzlauer Berg) Tel. 41 72 57 41; De Kinderwinkel, Ludwigkirchplatz 11 (Wilmersdorf) Tel. 88 91 09 88; Emma & Co., Niehburstraße 2 (Charlottenburg) Tel 88 67 67 87; Hase Weiss, Windscheidstraße 25 (Charlottenburg) Tel 31 99 67 37; Petite Boutique, Auguststraße 58 (Mitte) Tel 84 71 07 12; Übermuth, Knesebeckstraße 68 (Charlottenburg) Tel. 881 39 50; Kleines Haus Potsdam, Friedrich-Ebert-Straße 36 (Potsdam) Tel. 0331- 273 69 03";Mode + Stil;Online;Die Fair-Trade-Kollektion für Kinder und Erwachsene kombiniert deutschen Minimalismus mit der Vielfalt indischer Kleidung. Alle Kleidungsstücke und Accessoires werden in Rajasthan angefertigt und zum Teil im Holzdruckverfahren per Hand bedruckt. Durch persönlichen Kontakt können faire Produktionsbedingungen gewährleistet werden. Seit Dezember 2012 gibt's eine eigene Edelstein-Schmucklinie. Die schönen Sachen gibt es in Berlin z.B. in den Läden C37, d.nik oder Wunschkind.;;tip_37883.jpg;Little by Lilit | Alexandra Klever;adress
38042;Maskworld;;;Oranienburgerstraße 46/47;10117;Berlin;Mitte;030 6528266;store@maskworld.com;www.maskworld.com;U-Bhf. Oranienburger Tor;Mo-Sa 10-22 Uhr;52,58656;13,33557;;Mode + Stil;Partyartikel + Verkleidungen;Das Angebot im Online-Shop ist gigantisch: von der klassischen venezianischen Maske über den hautengen Morphsuit und jede Art von Schminke bis zu Gruppenkostümen. Tatsächlich kann hier unter 10.000 Artikeln genau das Gewünschte gefunden werden. Auch kleine und ganz kleine Leute bekommen hier natürlich große Augen. Das kleinste Kostüm passt schon Babys ab einem Monat, sehr beliebt sind die Latex-Elfenohren und von Batman bis zum Rosaroten Panther findet hier jeder seinen Helden wieder. Im Laden findet sich eine Auswahl des Sortimentes zum Anfassen.;;tip_38042.jpg;metamorph box.net;adress
33699;Blumenkind;;;Heimstraße 3;10965;Berlin;Kreuzberg;030 69533636;mail@blumenkind-berlin.de;www.blumenkind-berlin.de;U-Bhf. Gneisenaustraße;Mo-Fr 11-18 Uhr, Sa 11-14uhr;52,48847;13,39655;;Mode + Stil;Second Hand;Einen Katzensprung vom Marheinekeplatz findet sich dieser nette SecondHand-Laden, der nicht bloß eine riesige Auswahl an Kinderkleidung zum Stöbern auf Lager hat, sondern auch Bücher, Spiele und die ein oder andere Überraschung. Die ausgewählte Ware und die fairen Preise machen das Blumenkind zu einem Laden mit Stammkundenpotential.;;tip_33699.jpg;Blumenkind;adress
37560;Mamunette;;;Winsstraße 32;10405;Berlin;Prenzlauer Berg;030 76234688;mail@mamunette.de;www.mamunette.de;U-Bhf. Senefelderplatz, Bus 200 , Tram M2, M4, M10;nach Terminvereinbarung;52,53655;13,42806;;Mode + Stil;Wellness;Ob Wohlfühlmassage oder Rückenbeschwerden, hier werden ausschließlich Handgriffe angewandt, die den  speziellen Anforderungen von Schwangeren und jungen Müttern gerecht werden. Neben Massagen bietet die Praxis Mamunette in ihren wunderschön eingerichteten Räumen auch Physiotherapie und Manuelle Therapie an. Das Rundum-Wohlfühlangebot wird ergänzt durch ein riesiges Kursangebot von Schwangerschaftsyoga bis hin zu Babymassage. Das ist Wellness pur für Frauen mit und ohne Kinder.;;tip_37560.jpg;Mamunette;adress
33678;freiraum;;;Ackerstr. 5;10115;Berlin;Mitte;030 27596528;u.guetlingen@freiraum-berlin.info ;www.freiraum-berlin.info;U-Bhf. Rosenthaler Platz, Bus 240, Tram M8;"Kurse für Kinder: Mo, Do 16.15-18.15 Uhr, Di+Mi, Fr 15.30-17.30 Uhr, Sa 10-12 Uhr +13-15 Uhr, So 10.30-12.30 Uhr
";52,53025;13,39745;;Kultur + Wissenschaft;Kunst;"freiraum versteht sich als eine Kunstschule, die Raum bietet für eigenständige, künstlerische Erfahrungen. Hier wird grundsätzlich in kleinen Gruppen gearbeitet. Die Räume sind nach dem Montessori-Prinzip eingerichtet: Alle Materialien und Werkzeuge sind sichtbar und frei zugänglich, so dass sich die kleinen Künstler davon inspirieren lassen können. 


";;tip_33678.jpg;freiraum;adress
42206;Malanders Werkstatt;;;Jablonskistraße 3;10405;Berlin;Prenzlauer Berg;0179 6980391;hallo@malanders-werkstatt.de;www.malanders-werkstatt.de;Tram M4, M10;;52,5355025;13,4306236;;Kultur + Wissenschaft;Kunst;"Im Atelier Malanders bietet sich bereits für die Kleinsten die Möglichkeit, ihre (Phantasie)welt kreativ zu erfahren und zu entwickeln. In Kursen für 3 Altersgruppen zwischen anderthalb und zwölf sowie für Erwachsene wird geklebt, gemalt, gedruckt. Und geschmiert - auf der Wand, dem Boden, der eigenen Haut... Die Kurse und verschiedene spannende Workshops sind auch für Geburtstagsfeiern buchbar.
";;tip_42206.jpg;Malanders Werkstatt;adress
40514;Malschule Friedenau;;;Handjerystraße 78;12159;Berlin;Schöneberg;030 8520511;info@malschule-friedenau.de;www.malschule-friedenau.de;U-Bhf. Friedrich-Wilhelm-Platz;;52,47178;13,3332;;Kultur + Wissenschaft;Kunst;Schon in der Frühförderung können Pinselkleckser ab 4 Jahren den ihnen innewohnenden Gestaltungswillen entfalten. Später lernen die Kinder gezielt ihre Techniken auszubauen, um ihren Ideen Form zu verleihen. Das macht auch in den Schulferien Spaß. Regelmäßige Kurse und Ferienangebote bieten hier Kreativität und Farbenfreude jahresrund. Übrigens auch für Erwachsene und Universitätsbewerber.;;tip_40514.jpg;Malschule Friedenau ;adress
37709;Landesmusikakademie Berlin;;;Straße zum FEZ 2;12459;Berlin;Köpenick;030 53071203;welcome@landesmusikakademie;www.landesmusikakademie-berlin.de;Tram 27, 63, 67;wochentags zwischen 9 und 16 Uhr erreichbar;52,46036;13,5508;;Kultur + Wissenschaft;Musik;Eins der knapp 200 hier auszuleihenden Musikinstrumenten wird auch auf den eigenen Nachwuchs zugeschnitten sein. Für Kinder, die sich der Musik annähern, ist dies eine kostengünstige und praktische Lösung. Ein breites Kursangebot für Erzieher, die sich musikalisch bilden wollen, spannende Workshops und AGs für Schulklassen, das Musication-Programm für Integration musikalischer Pädagogik in den Unterricht und Konzerte für Jung und Alt gehören hier zu dem faszinierenden Spektrum. ;;tip_37709.jpg;Landesmusikakademie;adress
10664;Schloss Charlottenburg;;;Spandauer Damm 20-24;14059;Berlin;Charlottenburg;0331 9694200;;www.spsg.de;U-Bhf. Sophie-Charlotte-Platz, Richard-Wagner-Platz;"Ab 1. November 2012 wegen Sanierung geschlossen.
Neuer Flügel: Apr-Okt: Mi-Mo 10-18 Uhr, Nov-Mär: Di-So 10-17 Uhr; Altes Schloss: Nov-Mär: Di-So 10-17 Uhr, Apr-Okt: Di-So 10-18 Uhr (letzter Einlass jeweils 30 Minuten vor Schließzeit)";52,5208986;13,2956725;;Kultur + Wissenschaft;Sehenswürdigkeiten;"Geburtstag mal ganz anders: Im Schloss feiern, durch die Zeit fallen und beim Lernen Spaß haben. Wie tief muss man sich für einen Hofknicks bücken?   
Beim Kindergeburtstag im Schloss Charlottenburg, der größten und prächtigsten Residenz der preußischen Könige in Berlin werden diese und andere Fragen beantwortet.";;tip_10664.jpg;SPSG, Foto: Hans Bach;adress
21686;Berliner Unterwelten e.V.;Gesellschaft zur Erforschung und Dokumentation unterirdischer Bauten;;Brunnenstraße 105;13355;Berlin;Wedding;030 49910517;buero@berliner-unterwelten.de;www.berliner-unterwelten.de;U+S-Bhf. Gesundbrunnen, Bus 247;Büro: Mo-Fr 10-15 Uhr;52,547705;13,388944;;Kultur + Wissenschaft;Stadtführungen;Gerade beim Gesundbrunnen ist der Eingang in die Unterwelt. Wer in das unterirdische Museum  hinabsteigt, lernt Berlin von einer ungewöhnlichen Perspektive kennen. Die Touren durch die Luftschutzbunker bieten modernen Archäologen und Geschichtsinteressierten spannende Einblicke in die jüngere Historie der Stadt. ;ab 10 Jahre;tip_21686.jpg;Berliner Unterwelten e.V. | Frieder Salm;adress
11663;Stern- und Kreis Schifffahrt;;;Puschkinallee 15;12435;Berlin;Treptow;030 5363600;;www.sternundkreis.de;S-Bhf. Treptower Park;Verkaufsbüro (April-Oktober): Mo-Fr 9-18 Uhr, Sa 9-14 Uhr. Hauptkasse: 9-14 Uhr;52,4930241;13,4653759;;Kultur + Wissenschaft;Stadtführungen;"Zahlreiche Fahrten auf Havel und Spree hat die größte Reederei Berlins speziell für Familien in ihrem Angebot. Besonders beliebt bei Kindern ist der Ausflugsdampfer ""Moby Dick"", der in Form eines Wals den Wannsee duchrschippert. Mitte Juli ist zu wenigen speziellen Terminen der Geschichtenerzähler Tom Tom von Radio Teddy mit an Bord! Zum 125-jährigen Jubiläum der Reederei wird es 2013 außerdem ein großes Familienfest am Treptower Hafen geben.  ";;tip_11663.jpg;;adress
26521;Die gelbe Villa;Kreativ- und Bildungszentrum für Kinder und Jugendliche;;Wilhelmshöhe 10;10965;Berlin;Kreuzberg;030 76765021;info@die-gelbe-villa.de;www.die-gelbe-villa.de;U-Bhf. Platz der Luftbrücke, Bus 104, 248;Sekretariat: Mo-Fr 8-16.30 Uhr, Foyer/ für Kursanmeldung: Di-Fr 14-18 Uhr;52,4876206;13,3850416;;Kultur + Wissenschaft;Kulturzentrum;Alle Kinder haben kreatives Potential. Und alle Kinder sollten in ihrer Entwicklung gefördert werden. Um einen Beitrag zur Chancengleichheit zu leisten, sind alle Veranstaltungen, Kurse und Workshops in der gelben Villa kostenlos. Die vielfältigen Angebote umfassen ein Internetcafé, ein Kunstatelier, Koch- und Computerkurse, Hausaufgabenbetreuung sowie Tanz- und Bewegungsstunden. ;;tip_26521.jpg;die gelbe Villa;adress
40444;Pipette – Kulturlabor;;;;;;;0177 8365640;info@pipette-kulturlabor.de;www.pipette-kulturlabor.de;;;;;;Kultur + Wissenschaft;Kulturzentrum;Das Kulturlabor Pipette ist ein wandelnder Ort, der mit einer Vielzahl an Kursen und Workshops die Phantasie, Spielfreude und Kreativität bei Klein und Groß fördern möchte. Dazu erarbeiten Künstler und Kreative mit Laien aller Altersstufen Theater, aber auch Literatur, kreatives Schreiben und vieles mehr. Ein besonderer Schwerpunkt des Kollektivs liegt auf der frühkulturellen Bildung, ihr besonderes Werkzeug ist die Improvisation. Termine und Orte finden sich auf der Webseite. (Text ungeändert übernommen 6.3.2013);;tip_40444.jpg;skuter c/o pics;adress
30001;Radialsystem V;New Space for the Arts in Berlin;;Holzmarktstraße 33;10243;Berlin;Friedrichshain;030 28878850;info@radialsystem.de;www.radialsystem.de;S-Bhf. Ostbahnhof, Bus 140, 142, 240, 248;Kasse: Di-Fr 10-19 Uhr, Sa+So 12-19 Uhr;52,51057;13,42873;;Kultur + Wissenschaft;Kulturzentrum;"Kulturelle Angebote für Kinder und Familien spielen im RADIALSYSTEM V eine zentrale Rolle. Das Haus bietet unter dem Motto „generationsübergreifende künstlerische Aktivitäten“ vielfältige Veranstaltungen von Familien-Mitmachkonzerten bis zum sonntäglichen Brunch mit Kinderbetreuung und Bootsfahrten. Außerdem ist das Haus Spielstätte von Sasha Waltz' Tanzensemble, die in ihrer Kindertanzcompany auch den Nachwuchs fördert. 
";;tip_30001.jpg;Sebastian Bolesch;adress
11559;Yaam;Kult e.V. Verein für Jugendkultur ;;An der Schillingbrücke;10243;Berlin;Friedrichshain;030 6151354;info@yaam.de;www.yaam.de;S-Bhf. Ostbahnhof, Bus 140, 240, 347, N40, N47;tgl. 11/14-24 Uhr (je nach Wetter), Büro: Mo-Do 10-16 Uhr;52,50848;13,43411;;Kultur + Wissenschaft;Kulturzentrum;Das aktuell von Räumung bedrohte Yaam ist ebenso  Strandbar wie multikultureller Begegnungsort und Stätte integrativer Kinder- und Jugendarbeit. Hier trommeln schon die Dreijährigen begeistert auf ihre Djembes ein und lassen sich in Trommelkursen in Rhythmus und Technik schulen. Basketball, Fußball, Skaten und Speedminton sind nach wie vor angesagte Sportarten bei vielen Teens. Die sonntäglichen African Markets haben eine Kinderecke. Und Musik gibt es sowieso immer!;;tip_11559.jpg;;adress
37704;Theater Lakritz;;;;;;;;info@theater-lakritz.de;www.theater-lakritz.de;;Termine auf der Website ;;;;Kultur + Wissenschaft;mobile Theater;"Maximiliane erlebt allerhand. Und mutig ist sie noch dazu. Sie fürchtet
sich weder vor einem Papier verschlingenden Klo noch vor jodelnden
Eisbären im Kühlschrank. Als sie das erste Mal alleine auf Reisen geht
nimmt sie trotzdem zur Sicherheit ihren Königstiger mit. Der soll auf sie
aufpassen, doch als er verschwindet fängt das Chaos richtig an. Was alles
passiert als Maximiliane einen Dinosaurier trifft, das schaut Euch doch
am Besten selber an. Das Theater Lakritz spielt die drei Stücke „Maximiliane
und die Monster“, „Maximiliane und der Königstiger“ und „Maximiliane
und der Dinosaurier“ im August und September in der Brotfabrik am
Caligariplatz. Nicole, Kristina und Heidrun – das Ensemble des Theater
Lakritz – sind alle Absolventinnen der Hochschule für Schauspiel Ernst
Busch. Die Auseinandersetzung mit dem Material ist für sie ebenso wichtig
wie das Erzählen einer Geschichte. So erschaffen und bauen sie wunderbare
Theaterpuppen mit Seele und viel Charme.";;tip_37704.jpg;Theater Lakritz;
37989;Computerspiele Museum;;;Karl-Marx-Allee 93a;10243;Berlin;Friedrichshain;030 60988577;service@computerspielemuseum.de;www.computerspielemuseum.de;U-Bhf. Weberwiese;tgl. 10-20 Uhr;52,51735;13,442;;Kultur + Wissenschaft;Museum;"Die Dauerausstellung „Computerspiele. Evolution eines Mediums“ entführt auf eine Zeitreise durch die 60 jährige Geschichte des Computerspiels. Dabei werden in der interaktiven Ausstellung die Besucher selbst zum ""Homo Ludens Digitalis"". Für einen actionreichen Geburtstag mit Mario, Pikatschu &  co sorgt ein zweistündiges animiertes Programm inklusive Kuchen im Game-Look!
";;tip_37989.jpg;;adress
27266;Das Klingende Museum Berlin;;;Zingster Straße 15, Ecke Bellermannstraße;13357;Berlin;Wedding;030 39993522;info@klingendes-museum.de;www.klingendes-museum.de;U+S-Bhf. Gesundbrunnen, Bus 247;Gruppen nach Voranmeldung | Open House einmal monatlich ;52,55145;13,38876;;Kultur + Wissenschaft;Museum;"Anfassen, draufhauen und reinblasen sind hier ausdrücklich erwünscht! Denn eine ungezwungene Herangehensweise an Instrumente vereinfacht den Zugang zur eigenen Musikalität und das Erleben von Musik. Workshops und Konzertreihen bringen ebenso wie das musikpädagogisch angeleitete Geburtstagsprogramm –  mit Instrumentenbau, vom Geburtstagskind dirigierten Orchester und Buffet –eine Saite in den Kleinen zum klingen. Mit Instrumenten beladen kommt das ""Klingende Mobil"" auch gerne in Schulen, Kitas oder auf die heimische Geburtstagsfeier.";;tip_27266.jpg;Dominik Butzmann;adress
10951;Deutsches Technikmuseum;;;Trebbiner Straße 9;10963;Berlin;Kreuzberg;030 902540;;www.sdtb.de;U-Bhf. Gleisdreieck, Möckernbrücke, Bus M29, M41;Di-Fr 9-17.30 Uhr, Sa+So 10-18 Uhr;52,49863;13,37685;;Kultur + Wissenschaft;Museum;"Flugzeuge, Schiffe, U-Boote, Eisenbahnen und Autos - dass das Museum ein Paradies für Fans motorisierter Vehikel ist, signalisiert schon der Rosinenbomber an der Eingangsfassade. Dass es darüber hinaus auch einen idyllischen Museumspark mit Wind- und Wassermühlen, einer Schmiede und Brauerei zu bieten hat, wird manches Mal übersehen. Dieses Museum ist ein Ort, an dem garantiert jedes Familienmitglied auf seine Kosten kommt!
";ab 6 Jahre;tip_10951.jpg;;adress
11566;Feuerwehrmuseum Berlin;;;Veitstr. 5;13507;Berlin;Reinickendorf;030 38710933;museum@berliner-feuerwehr.de;www.feuerwehrmuseum-berlin.de;U-Bhf. Alt-Tegel, S-Bhf. Tegel;Di+Do 09:00-16:00 | Mi 09:00-19:00 | Fr+Sa 10:00-14:00;52,58637;13,28628;;Kultur + Wissenschaft;Museum;Das Feuerwehrmuseum Berlin versteht sich als Museum für die ganze Familie. In über 14 Themenbereichen vermitteln lebensgroße Exponate anschaulich die Entwicklung der Brandbekämpfung, des Rettungsdienstes und der technischen Hilfeleistung. Kinder lernen, wie sinnvoll ein Rauchmelder ist, wie früher Brände mit Eimern gelöscht wurden und erfahren hautnah, wie gefährlich die Rauchentwicklung bei einem Zimmerbrand sein kann. ;;tip_11566.jpg;Stefan Sträubig / Feuerwehrmuseum Berlin, Berliner Feuerwehr;adress
13266;Freilichtmuseum Domäne Dahlem;Stiftung Domäne Dahlem ;;Königin-Luise-Straße 49;14195;Berlin;Zehlendorf;030 6663000;kontakt@domaene-dahlem.de;www.domaene-dahlem.de;U-Bhf. Dahlem Dorf, Bus X11, X83, 110;Freigelände: durchgehend geöffnet, Museum: tgl. außer Di 10-18 Uhr;52,4580899;13,2897609;;Kultur + Wissenschaft;Museum;"Das frühere Rittergut ist heute ein Biobauernhof in einem spannenden Freilichtmuseum. Hier lässt sich der Werdegang unserer Nahrungsmittel nachvollziehen: von Feld und Weide bis auf den Teller. Als preisgekröntes Bildungsprojekt bietet die Domäne ein aufregendes und vielfältiges museumspädagogisches Programm, für Geburtstagskinder und die ganze Familie!    
";;tip_13266.jpg;Domäne Dahlem;adress
40454;Gedenkstätte Berliner Mauer;;;Bernauer Straße 119;13355;Berlin;Mitte;030 467986666;info@berliner-mauer-gedenkstaette.de ;www.berliner-mauer-gedenkstaette.de ;U-Bhf. Bernauer Straße;;52,535072;13,3894587;;Kultur + Wissenschaft;Museum;"Auf der Bernauer Straße befindet sich der zentrale Erinnerungsort an die deutsche Teilung. Auf 1.4 km entlang des ehemaligen Grenzstreifens wird deutsche Geschichte bei Führungen und Projekttagen für Kinder nachvollziehbar.
";;tip_40454.jpg;Anja Ihlenfeld;adress
10932;Hamburger Bahnhof - Museum für Gegenwart;;;Invalidenstraße 50/51;10557;Berlin;Tiergarten;030 39783411;hbf@smb.spk-berlin.de, service@smb.spk-berlin.de;www.hamburgerbahnhof.de;U+S-Bhf. Hauptbahnhof, U-Bhf. Naturkundemuseum, Bus M41, M85, TXL, 120, 123, 147, 240, 245, Tram M6, M8, M12;Di-Fr 10-18 Uhr, Sa 11-20 Uhr, So 11-18 Uhr;52,529042;13,371348;;Kultur + Wissenschaft;Museum;"Das Museum zeigt parallel zu den diesjährigen großen Sonderausstellungen ""Martin Kippenberger"" und ""Secret Universe IV"" einen Querschnitt verschiedener hochkarätiger Sammlungen zeitgenössischer Kunst. Für Familien mit Kindern von sechs bis zwölf Jahren werden wechselnde Workshops angeboten. Ein besonderes Highlight von und für Jugendliche bildet 2013 das Mitmach-Festival ""Mixart"".   ";;tip_10932.jpg;Hamburger Bahnhof/Thomas Bruns;adress
11585;Jüdisches Museum;;;Lindenstraße 9-14;10969;Berlin;Kreuzberg;030 25993300;;www.jmberlin.de;U-Bhf. Hallesches Tor, Kochstraße, Bus M29, M41, 248;Mo 10-22 Uhr, Di-So 10-20 Uhr;52,501973;13,394973;;Kultur + Wissenschaft;Museum;"Mit seiner Sammlung, der aktuellen Ausstellung ""Die ganze Wahrheit"" und einem vielfältigen Veranstaltungsprogramm ist das Museum ein lebendiges Zentrum für deutsch-jüdische Geschichte und Kultur. Für Kinder und Jugendliche werden Führungen und Workshops angeboten, die sich mit jüdische Traditionen auseinandersetzen und Geschichtsbewusstsein fördern. Der Bastelgeburtstag ""Das ver-rückte Haus"" präsentiert 
die Architektur von Daniel Libeskind anschaulich und spielerisch. 
";;tip_11585.jpg;JMB, Foto: Nadja Rentzsch;adress
41571;Max Liebermann Villa + Garten;;;Colomierstr. 3;14109;Berlin;Zehlendorf;030 80585900;;www.liebermann-villa.de;S-Bhf. Wannsee, Bus 114;"April bis Sept. Mo, Mi, Fr, Sa 10-18 Uhr, Do, So, Feiert. 10-19 Uhr, März bis Okt. Mi-Mo 11-17 Uhr; 24.+31.12. geschlossen";52,42928;13,16483;;Kultur + Wissenschaft;Museum;Mit seinen zahlreichen Werken gilt Max Liebermann bis heute als einer der wichtigsten Wegbereiter für die moderne Malerei in Deutschland. Nach dem Bezug seiner Villa am Wannsee 1909 lieferte ihm die dazugehörige, nach eigenen Ideen gestaltete, 7000 Quadratmeter große Gartenanlage ein zentrales Motiv seiner Kunstwerke. In über 200 Gemälden hielt er seine private Oase fest, die heute in der Dauerausstellung zu bewundern sind. ;;tip_41571.jpg;Max-Liebermann-Gesellschaft;adress
11601;Museum Berggruen;;;Schloßstraße 1;14059;Berlin;Charlottenburg;030 32695815;besucherdienste@smb.spk-berlin.de;www.smb.museum;U-Bhf. Richard-Wagner-Platz, S-Bhf. Westend;Di-So 10:00-18:00;52,5189;13,29517;;Kultur + Wissenschaft;Museum;Das Museum Berggruen in Charlottenburg beherbergt herausragende Werke der Klassischen Moderne. Die kunsthistorischen Führungen und Workshops für alle Altersgruppen versprechen eine intensive Auseinandersetzung mit den Werken von Picasso, Klee, Giacometti und Matisse.;;tip_11601.jpg;Staatliche Museen zu Berlin;adress
10960;Museum Ephraim-Palais;Stiftung Stadtmuseum Berlin;;Poststraße 16;10178;Berlin;Mitte;;info@stadtmuseum.de;www.stadtmuseum.de ;U+S-Bhf. Alexanderplatz, U-Bhf. Klosterstraße, Bus M48, 143, 248, Tram M4, M5, M6;Di, Do-So 10-18 Uhr, Mi 12-20 Uhr;52,51595;13,40715;;Kultur + Wissenschaft;Museum;Das Museum Ephraim-Palais bietet auf drei Stockwerken wechselnde Ausstellungen zur Berliner Kunst- und Kulturgeschichte. Außerdem befindet sich hier die grafische Sammlung des Stadtmuseums.;ab 10 Jahre;tip_10960.jpg;;adress
