Nr;Name;Ort;PLZ;Preis;Anschrift;Telefon/Fax;Länge;Breite;Webseite;E-Mail;Öffnungszeiten;Zahlungsmethoden;Update;Land
217;BFT-Tankstelle Zillinger;Künzing;94550;1.139;Mithrasweg 1;Tel.: 08549 / 973850 Fax.: 08549 / 973849;13.0845;48.66933;;
218;Westfalen-Tankstelle Ruth Schmutzenhofer    ;Ahaus;48683;1.099;Wüllener Str. 64;0 25 61/39 79;6.99687;52.07382;;
219;SPRINT Tankstelle;Berlin;13599;1.099;Nonnendammallee 42;030 - 3 34 40 46 ;13.24076;52.53834;;
220;Drive In (Wiard Boomgaren);Bunde;26831;0.999;Neuschanzer Strasse 31;04953-8821;7.26133;53.1821;;
221;Markgrafen-Garage Ford;Ballrechten-Dottingen;79282;1.119;Alfred-Löffler-Str. 2;07634/8357;7.68903;47.85906;;
222;Westfalen-Tankstelle Emre Yöndem;Kerpen;50171;1.099;Sindorfer Str. 52;;6.69449;50.88238;;
223;Tankstelle Mettjes;Schortens;26419;1.149;an der B210;04461-98.62.60;7.95252;53.54226;;
224;GULF Tankstelle;Treuen;08233;1.139;Mittlerer Ring 6;0 37 46 / 8 68 81 90;12.28343;50.54853;;
225;CLASSIC AH Kaim;Leck;25917;1.019;Flensburger Str. 2;04662-879820;8.9769;54.76983;;
226;TAS Tankstelle Höckelheim;Northeim-Höckelheim;37154 ;1.069;Northeimer Straße 19;05551 / 90 816 - 30;9.95756;51.70273;;
227;Freie Tankstelle Peeck;Wolfsburg-Ehmen;38442;0.999;Mörser Str. 82;Tel.: 05362-93.81.999;10.7123;52.39304;;
228;Raiffeisen Tankstelle;Lippstadt;59557;1.139;Am Mondschein 31;02941-9736-0;8.37334;51.67247;;
229;Raiffeisen Tankstelle;Frankenberg;35066;0.999;Siegener Straße 34;Tel.: 06451 / 720931 Fax: 06451 / 23465;8.77874;51.05048;;
230;Bluel Autoteile;Hannover;30453;0.998;Am Großmarkt 5; Tel. 0511 / 43 50 81 Fax 43 50 85;9.70147;52.35197;;
231;Stader Saatzucht eG, Tankstelle Westersode;Hemmoor;21745;1.030;Dorfstr. 22;04141 4006-29;9.11434;53.70108;;
232;Stader Saatzucht eG, Tankstelle Bargstedt;Bargstedt;21698;1.039;Hohe Luft 15;Tel.04164/89 93 51 /Fax 04164 899885;9.4263;53.46131;;
233;Raiffeisen-Tankstelle Grafschaft;Grafschaft-Gelsdorf;53501;1.099;Friedrich-Wilhelm-Raiffeisen-Str. 7;02225/999620;7.0319;50.5755;;
234;CLASSIC Tankstelle Horst Heinrich;Bredstedt;25821;1.019;Husumer Str. 28;04671 1539 / 04671 5743;8.97407;54.61459;;
235;Tankstelle Pfeffer;Schwarzach;94374;1.139;Lindforst-Kreuzstr. 32;09962/305;12.82512;48.90128;;
236;Roth Automatentankstelle;Ortenberg-Selters;63683;1.109;Klosterstr. 2-4;06 41 - 6 02 - 0 / 06 41 - 6 02 - 82 14;9.03048;50.34133;;
237;RWG Moringen;Moringen;37186;1.149;Bahnhofstraße 1a;0 55 54 / 390 96-0;9.8709;51.696;;
238;Car Gas;Wabern-Unshausen;34590;0.990;Heideweg 50 ;+49 5683 922-708;9.37408;51.08422;;
239;AGROSERVICE;Nobitz OT Ehrenhain;04603;1.129;Nirkendorfer Weg 5;03449483036;12.5189;50.94507;;
240;DBV-Tankstelle Bernhard Rhein;Röttingen;97285;1.079;Rothenburger Straße 25;Tel.: 09338 / 99840 Fax: 09338 / 99842;9.97728;49.51332;;
241;Seltenhofer GmbH;Regensburg;93055;0.999;Adolf-Schmetzer-Straße 31;;12.11461;49.01659;;
242;Raiffeisen Warendienst;Alsfeld;36304;0.979;Grünberger Straße 52;Tel.: 06631 - 801140;9.2628;50.74691;;
243;Raiffeisen-Tankstelle;Aurich-Ogenbargen ;26607;1.049;Ogenbarger Kirchweg 2, an der B210;04947-203;7.60923;53.54512;;
244;Freie Tankstelle Parkkauf;Aurich;26603;1.149;Raiffeisenstr. 18;04941 994617;7.49802;53.4585;;
245;Tankstelle Alfred Kuehmichel;Weilburg;35781;1.069;Frankfurter Str. 57;06471 / 30301 Fax: 06471 / 7205;8.27992;50.481;;
246;GULF TS Lieskau;Lieskau;03238;1.139;B96;03 53 29- 4 34;13.81667;51.61667;;
247;GULF TS Dürrweitzschen;Dürrweitzschen;04668;1.109;Obstland Straße 48 ;03 43 86 / 4 47 54;12.85952;51.21019;;
248;RNT Tankstelle;Speyer;67346;1.059;Franz-Kirrmeier-Straße 7;06232-73073;8.44631;49.32354;;
249;BFT-Tankstelle;Arnstadt;99310;0.999;Stadtilmerstraße 100;Tel.: 03628 / 600713;10.96909;50.83005;;
250;Calpam-Tankstelle;Ostercappeln-Schwagstorf;49179;1.029;Hauptstr. 104;Tel.:05473-92070 , Fax:05473-920722 ;8.20752;52.37207;;
251;BFT-Tankstelle;Viernheim;68519;1.149;Gro-Harlem-Brundtland-Str. 15;Tel.: 06204/7084431;8.5964;49.54958;;
252;BFT-Tankstelle;Dahlen;04774;1.099;Bahnhofstraße 102;Tel.: 034361 / 51956;12.99105;51.35735;;
253;Westfalen-Tankstelle Ulrich Verbrüggen;Köln;50829;1.099;Spenrather Weg 1;02 21-17 09 99 40,  Fax 02 21-17 09 99 85;6.84696;50.97969;;
254;Rudi Strobler;Michelau/Schwübitz;96247 ;0.000;Marktzeulner Str. 30;;11.15535;50.16697;;
255;Konrad Deppe Freie Tankstellen;Sehnde;31319;1.179;Lehrter Str. 20;05138/2358;9.96591;52.31774;;
256;AVIA Tankstelle  Erwin Albers;Emstek;49685;0.999;Halener Straße 11;04473/2666;8.15506;52.83517;;
257;DBV-Tankstelle Bestenheid;Wertheim;97877;1.059;Bestenheider Landstraße 75;Tel.: 09342 / 915893;9.50219;49.78171;;
258;DBV-Tankstelle am Wartberg;Wertheim;97877;1.059;Berliner Ring 3;Tel.: 09342 / 856425;9.50671;49.75142;;
259;Gulf Tankstelle;Greifswald;17491;1.139;An den Gewächshäusern 16;0 38 34 / 81 80 20;13.4302;54.08022;;
260;Roth Station Weiterstadt ;Weiterstadt;64331;1.039;Waldstraße 18;;8.61124;49.88945;;
261;H. Sattler KG;Seligenstadt;63500;0.989;Steinheimer Straße 111;Tel.: 06182 / 92020, Fax: 06182 / 920219;8.97624;50.0539;;
262;Gulf Jarmen;Jarmen;17126;1.139;Gewerbestr. 1;039997-88036 Hr Baumann;13.34708;53.91796;;
263;Nordoel Tankstelle Geschendorf;Geschendorf;23815 ;1.099;Dorfstraße 95;0 45 53/99 61 954;10.45412;53.92191;;
264;Autohaus Anton Schmid;Donzdorf;73072;1.079;Mozartstraße 33;07162-91288-0;48.685574;9.79732;;
265;Avia ;Hattersheim;65795;1.109;Flörsheimer Str. 51;06145/5907838;8.46455;50.03404;;
266;CARDTANK24 GmbH;Laubach-Wetterfeld;35321;0.000;Kirchgasse 1;06405/ 505644;8.95528;50.54867;;
267;AVIA Tankstelle  M. Geyer;Gräfenhainichen;06773 ;0.999;Gadewitzer Weg 16;034953/22179;12.43494;51.72548;;
268;Pelo TSBG GmbH;Jesberg;34632;1.149;Frankfurter Strasse 1;06695-911441;9.14307;50.99498;;
269;Heinzelmann Tankcenter Korntal;Korntal-Münchingen;70825;1.129;Ostheimer Weg 5-7 (bisher: Hermann-Wissmann-Weg);Tel.: 0711/839918-0, Fax: 0711/839918-99;9.1344942;48.8300007;;
270;Freie Tankstelle Asch;Ammerbuch-Altingen;72119;1.029;Lettenstr.1;07032-911807;8.90846;48.56511;;
271;BK Tankstelle Weßling Gert Dannheim;Weßling;82234;1.029;Hauptstr. 29;08153-952400 Fax: 08153-952401;11.24969;48.07543;;
272;AVEX;Frechen;50226;0.999;Bonnstrasse 15-17;02234/9573370, 02234/9573331;6.83021;50.91112;;
273;BTF  Roßlau;Dessau-Roßlau;06862;0.999;Magdeburger Str. 102;034901-84106;12.22411;51.89331;;
274;BFT-Tankstelle Kemper;Ochtrup;48607;1.049;Gronauer Str. 78;02553-3408;7.17571;52.20843;;
275;Classic Apensen;Apensen;21641;1.019;Beckdorfer Str. 6;;9.61352;53.43293;;
276;DBV Tankstelle Mathilde Müller;Großrinderfeld-Gerchsheim;97950;1.089;Würzburger Straße 1;09344 / 207;9.77869;49.70714;;
277;Westfalen-Tankstelle Ludwig Wirtz;Düren;52351;1.099;Nikolaus-Otto-Str. 1 ;+492421 4953057/ +492421 5919590;6.50875;50.78148;;
278;BK Tankstelle Gramsamer;Neufinsing;85464;1.029;Münchner Str. 22;08121-97950;11.79965;48.21738;;
279;bft-Tankstelle Schulte;Königslutter;38154;1.069;Steimkerstr. 15;05365 - 8017;10.815099;52.306259;;
280;CLASSIC Tankstelle / Jorczyk Energie;Celle OT Groß Hehlen;29229;1.099;Celler Straße 22;05141950444 / 05141950445;10.05623;52.6572;;
281;DBV-Tankstelle Himmer;Geiselwind;96160;1.059;Wiesentheider Str. 20;Tel.: 09556-1266 Fax: 09556-286;10.46419;49.77447;;
282;BFT-Tankstelle;Oederan;09569;1.059;Ringstraße 2;Tel: 037292 / 69224;13.18919;50.86905;;
283;Autotec Riedel GmbH, DBV-Tankstelle;Werbach-Wenkheim;97956;1.059;Lindenstraße 2a;Tel.: 09349-929555 Fax: 09349-929556;9.6968;49.6971;;
284;Opel-Autohaus Bauer, DBV Tankstelle;Burghaslach;96152;1.059;Niederndorf 2;Tel.: 09552-246 Fax: 09552-7228;10.61434;49.73098;;
285;Avia Tankstelle Dorst;Ostheim v. d. Rhön;97645;1.099;Paulinenstraße 1a;Tel.: 09777/358088-0 Fax: 09777/3580291;10.23894;50.45875;;
286;Raiffeisen;Hameln;31785;1.159;Hastenbecker Weg 66;0 57 21 / 97 25 - 11;9.38465;52.10238;;
287;bft KB Petrol GmbH;Eltmannshausen-Eschwege ;37269;1.189;Soodener Str. 58;0 56 51 / 2 28 70 86;51.18469;9.990698;;
288;LTG Krage;Wietzen;31613;1.099;Bremer Staße 80;05022-980.714;0;0;;
289;Westfalen AG;Bornheim;53332;1.099;Alexander-Bell-Str. 1;0 22 22/6 48 09 65;7.02743;50.76144;;
290;Raiffeisen Tankstelle;Steinheim;32839;0.994;Lipper Tor 1;Tel.: 05233/9418-0 / Fax: 05233/9418-49;9.08679;51.87849;;
291;CLASSIC Tankstelle Müller;Oberkirch;77704;1.059;Appenweiererstr. 11;07802-704060 / Fax 07802-7040629;8.07513;48.53182;;
292;bft-Tankstelle;Dortmund;44269;1.099;Berghofer Str. 180;0231/485370;7.53767;51.47742;;
293;Roth Station Frankfurt;Frankfurt;60388;1.039;Borsigallee 31;01805- 768487;8.74572;50.13901;;
294;Jantzon Tankstellen GmbH;Harpstedt;27243;1.099;Burgstr. 36;04244 - 966861;8.58024;52.90671;;
295;Jantzon Tankstellen GmbH;Diepholz;49356;1.099;Ovelgönne 20;05441- 929980;8.366062;52.617181;;
296;DBV-Tankstelle;Schlüsselfeld;96132;1.059;Aschbacher Straße 15;Tel.: 09552/338;10.61437;49.75786;;
297;Bergler Autohof;Windischeschenbach;92670;1.349;Lindenhof, St2181;;12.184;49.806;;
298;Gulf;Lößnitz;08294;1.139;Rudolf-Weber-Str. 83;03771-3659930;0;0;;
299;Gulf;Ranis;07389;1.129;An der Trauge 1;;0;0;;
300;BK Tankstelle Großmehring ;Großmehring ;85098;1.029;Blumenstr. 7;Tel.: 08407/92910 Fax: 08407/1280;11.542747;48.768876;;
301;LTG-Tankstelle;Lüneburg ;21337;1.099;Dahlenburger Landstraße 91;04131/51857;0;0;;
302;Gulf Strehla;Strehla;01616;1.059;Bahnhofstr.27a;035264-981730;0;0;;
303;BK Tankstelle Kalb;Abensberg ;93326;1.029;Kreittmayrstraße 2;Tel.: 09443 1293 Fax: 09443 5720;11.896863;48.808927;;
304;BK Tankstelle Schütz;Deggendorf;94469;1.029;Hauptstraße 30;Tel.: 0991 7743 Fax: 0991 7724;12.948139;48.822576;;
305;Ahlert junior;Greven;48268;1.189;Alte Bahnhofstr. 66;02571-5886449;7.599315;52.093754;;
306;Sprint;Berlin;10407;1.099;Kniprodestraße 25;http://www.sprint-tank.com;13.44511;52.53389;;
307;AVIA-Servicestation Sven Sichler;Heiligenhafen;23774;1.069;Sundweg 99;04362 5034-807, Fax -818;11.000603;54.36528;;
308;Roth Station Aschaffenburg;Aschaffenburg;63741;1.039;Stockstadter Weg 2;01805- 768487;49.96367;9.09818;;
309;Freie TS Lienau GmbH;Pinneberg;25421;1.000;Berliner Str. 27;04101 79 32 26;9.78417;53.66769;;
310;Tankpunkt Götz e.K. (Tankstation Weinsberg);Neckarsulm;74172;1.119;Rötelstrasse 14;+49 7132 156960;0;0;;
311;Hoyer Autohof;Neu Wulmsdorf / Rade;21629;1.139;Schlepelsberg 2;04165-22141-0;9.803169;53.3703;;
312;Jantzon Tankstellen GmbH, TS Ulrich;Salzgitter-Lebenstedt;38226;1.129;Wildkamp 117;05341/62431;10.330582;52.173323;;
313;Hoyer Autohof Hamburg Süd, Rade;Neu Wulmstorf / Rade;21629;1.139;Schlepelsberg 2;04165 - 22 14 1-0;53.3703;9.803169;;
314;Freie Tankstelle Stock;Wiesau;95676;1.239;Friedenfelser Straße 23;09634 2011;12.17509;49.90861;;
315;Test;Test;12345;;Test;;0;0;;
316;AVEX Tankstelle;Menteroda;99996;0.999;Holzthalebener Str. 32;036029/84788;10.82249;51.313168;;
317;Sprint Tankstelle Germendorf;Germendorf;16515;1.099;Germendorfer Dorfstraße 32;03301-203917;13.187349;52.74724;;
318;Sprint Tankstelle Oderwitz;Oderwitz;02791;0.00;Hauptstr. 94a;035842-27778;14.71867;50.968206;;
319;Greenline Tankstelle;Schönebeck;39218;1.128;Magdeburger Str. 161;+49 (0) 3928 / 703770;11.7124;52.0149;;
320;Hoyer TP Götz Automatenstation;Ellhofen;74189;1.139;Am Autobahnkreuz 6;+49 (0) 7132 / 156960;9.30849;49.143902;;
321;EXTROL Tank- & Waschzentrum Haid;Freiburg;79111;0.00;Bötzinger Str. 19;http://www.extrol.de/Tank-Waschzentren/EXTROL-Tank-Waschzentrum-Haid;7.78903;47.9918;;
322;EXTROL Autohof Neue Messe;Freiburg;79108;0.00;Engesserstr. 13;0761-50466-50;7.84246;48.020138;;
323;GO Tankstelle;Berlin-Lichtenrade;12305 ;1.099;Barnetstr. 66/67;030-70762969;13.400184;52.394914;;
324;Freie Tankstelle Isar-Center;Landshut;84034;1.099;Podewilsstrasse 12;0871-97503903;12.093887;48.534454;;
325;Roth Station;Hüttenberg;35625;1.039;Am Surbach 1;;8.592731;50.524381;;
326;TS Bernhard Klövekorn;Visbek;49429;1.069;Astruper Straße 53;http://87.193.154.136/bfttsfinder/ts/?id=70_00372&firma=70072;8.308196;52.830682;;
